,id,Cause,Object,Occupation
609,201856291,Falls,broke,no_occupation
610,201953130,Caught in/between Objects,no_object,no_occupation
611,202556551,Struck By Moving Objects,machine-operator,contractor
612,200356764,Struck By Moving Objects,steel-sheet,excavator
613,200921963,Falls,no_object,coworker
614,200373058,Caught in/between Objects,no_object,excavator
615,201174943,Caught in/between Objects,chain,no_occupation
616,201172145,Caught in/between Objects,chain,laborer
617,200022069,Falls,no_object,no_occupation
618,201161460,Falls,no_object,contractor
619,200964369,Caught in/between Objects,no_object,laborer
620,170787477,Caught in/between Objects,equipment,ironworker
621,170846299,Struck By Moving Objects,trash-box,miner
622,202554986,Struck By Moving Objects,glass,laborer
623,201077542,Electrocution,power-line,no_occupation
624,170839864,Falls,no_object,journeyman
625,201039856,Caught in/between Objects,glass,no_occupation
626,202526596,Falls,glass,coworker
627,201636651,Caught in/between Objects,glass,no_occupation
628,171044191,Falls,no_object,miller
629,202554507,Falls,no_object,carpenter
630,201345113,Falls,lift,subcontractor
631,200713485,Falls,beam,no_occupation
632,200514560,Falls,stairway-railing,welder
633,200823698,Falls,con,worker
634,200212215,Falls,no_object,no_occupation
635,200354843,Caught in/between Objects,pipe,foreman
636,201172483,Struck By Moving Objects,ripper-shank,foreman
637,200772135,Falls,steel-beam,no_occupation
638,171059942,Falls,no_object,worker
639,200264026,Electrocution,power-line,contractor
640,202498085,Falls,no_object,sweeper
641,201798600,Caught in/between Objects,no_object,supervisor
642,202353942,Falls,foreman,foreman
643,201632486,Falls,broom-handle,no_occupation
644,200620052,Falls,broom,sweeper
645,818187,Falls,no_object,no_occupation
646,14538367,Electrocution,power-line,no_occupation
647,202345328,Struck By Moving Objects,chipper,laborer
648,202311536,Struck By Moving Objects,metal,excavator
649,200922920,Struck By Moving Objects,loaderexcavator,owner
650,201345550,Collapse of object,elevator,no_occupation
651,200203230,Struck By Moving Objects,truck-bucket,erlanger
652,202560546,Struck By Moving Objects,excavator,excavator
653,201344777,Falls,bucket-elevator,no_occupation
654,201352895,Struck By Moving Objects,excavator,excavator
655,202354593,Struck By Moving Objects,excavator-bucket,excavator
656,201129988,Falls,no_object,foreman
657,202556189,Falls,ladder,no_occupation
658,202081766,Falls,elevator,no_occupation
659,202649232,Falls,ladder,laborer
660,202614673,Falls,ladder,no_occupation
661,202522967,Caught in/between Objects,rafter,no_occupation
662,202673067,Falls,no_object,no_occupation
663,202493243,Falls,no_object,coworker
664,201186293,Falls,no_object,painter
665,200604882,Other,building,no_occupation
666,201185014,Falls,platform,carpenter
667,202342382,Falls,building,no_occupation
668,200374767,Caught in/between Objects,no_object,no_occupation
669,200263382,Falls,no_object,coworker
670,200624120,Other,building,contractor
671,202341699,Falls,no_object,no_occupation
672,200631430,Struck By Moving Objects,steel-beam,no_occupation
673,201923950,Struck By Moving Objects,no_object,laborer
674,202358891,Exposure to extreme temperatures,no_object,contractor
675,201042447,Caught in/between Objects,no_object,no_occupation
676,200712602,Collapse of object,building,no_occupation
677,202004594,Collapse of object,staircase,coworker
678,201953841,Collapse of object,building,contractor
679,200032126,Caught in/between Objects,no_object,no_occupation
680,201490372,Falls,ladder,no_occupation
681,202464186,Falls,basin,foreman
682,200535508,Struck By Moving Objects,dozer,no_occupation
683,202656609,Falls,transport-trailer,foreman
684,202635314,Struck By Moving Objects,rollover,no_occupation
685,200922888,Struck By Moving Objects,bulldozer,no_occupation
686,200054070,Struck By Moving Objects,no_object,no_occupation
687,202508628,Struck By Moving Objects,bulldozer-rollover,no_occupation
688,201682176,Falls,no_object,ripper
689,200604809,Struck By Moving Objects,bulldozer,loader
690,200452860,Struck By Moving Objects,bulldozer,foreman
691,202477410,Caught in/between Objects,pipe,no_occupation
692,200922052,Caught in/between Objects,bull-dozer,contractor
693,200626018,Struck By Moving Objects,flipping-bulldozer,no_occupation
694,202544805,Struck By Moving Objects,trench,supervisor
695,201408572,Other,side,coworker
696,202543872,Electrocution,cave,no_occupation
697,202508925,Collapse of object,trench,no_occupation
698,202635090,Collapse of object,no_object,no_occupation
699,201925625,Caught in/between Objects,trench,no_occupation
700,200375798,Caught in/between Objects,no_object,excavator
701,200691095,Falls,water,no_occupation
702,201345881,Other,no_object,no_occupation
703,201250321,Other,no_object,no_occupation
704,202469565,Struck By Moving Objects,trench,laborer
705,201283397,Struck By Moving Objects,trench,laborer
706,200376648,Electrocution,panelboard,coworker
707,202722088,Struck By Moving Objects,no_object,excavator
708,200923100,Struck By Moving Objects,flash-fire,volunteer
709,202082426,Caught in/between Objects,arc-flash,handler
710,202479564,Caught in/between Objects,no_object,contractor
711,202715538,Electrocution,wire,supervisor
712,202658464,Electrocution,switch-gear,supervisor
713,201491768,Caught in/between Objects,arc-flash,no_occupation
714,200902237,Struck By Moving Objects,panel,electrician
715,201089455,Struck By Moving Objects,panel,no_occupation
716,201344306,Struck By Moving Objects,busbar,no_occupation
717,202444832,Struck By Moving Objects,fire,breaker
718,201070331,Struck By Moving Objects,fire,supervisor
719,170106967,Caught in/between Objects,arc-flash,breaker
720,201407640,Falls,power-line,no_occupation
721,200554483,Struck By Moving Objects,no_object,supervisor
722,201088002,Caught in/between Objects,meter,contractor
723,201167418,Other,cabinet,contractor
724,201954336,Caught in/between Objects,change,coworker
725,202441325,Struck By Moving Objects,busbar,foreman
726,954370,Struck By Moving Objects,cage,coworker
727,604785,Caught in/between Objects,hog,no_occupation
728,201953270,Struck By Moving Objects,butane-inhalation,foreman
729,170355424,Caught in/between Objects,flash-fire,no_occupation
730,201023413,Falls,no_object,journeyman
731,201023421,Falls,no_object,laborer
732,202542775,Caught in/between Objects,rebar,laborer
733,201071727,Falls,scaffold-support,contractor
734,201183795,Falls,rebar,no_occupation
735,200645216,Struck By Moving Objects,crane,puller
736,201165057,Caught in/between Objects,l,conductor
737,201091238,Falls,no_object,helper
738,758409,Falls,gusset-beam,no_occupation
739,767111,Electrocution,power-line,worker
740,14393607,Electrocution,power-line,conductor
741,201509700,Falls,no_object,no_occupation
742,201773462,Falls,ladder,no_occupation
743,202540704,Falls,technician,technician
744,201489762,Caught in/between Objects,installer,contractor
745,201175346,Falls,ladder,installer
746,14235808,Caught in/between Objects,hand,supercalender
747,201044856,Drowning,no_object,loader
748,200674638,Caught in/between Objects,slope,no_occupation
749,200674141,Struck By Moving Objects,no_object,no_occupation
750,201109451,Struck By Moving Objects,substance,no_occupation
751,200690246,Other,cancer,worker
752,201991957,Struck By Moving Objects,capacitor,technician
753,201406402,Struck By Moving Objects,capacitor,no_occupation
754,200620573,Electrocution,power-line,jumper
755,201921194,Electrocution,power-line,no_occupation
756,170250120,Electrocution,power-line,neighbor
757,200012979,Struck By Moving Objects,sewer,foreman
758,201523230,Struck By Moving Objects,carbon-dioxide,inspector
759,201522208,Struck By Moving Objects,petroleum-tank,no_occupation
760,200712016,Struck By Moving Objects,no_object,no_occupation
761,200122471,Struck By Moving Objects,manhole,laborer
762,200361145,Electrocution,carbon-monoxide,no_occupation
763,200533974,Struck By Moving Objects,asphyxiation,no_occupation
764,201044039,Caught in/between Objects,tunnel,foreman
765,201573359,Struck By Moving Objects,acid,coworker
766,202330700,Caught in/between Objects,monoxide-gas,no_occupation
767,202484028,Struck By Moving Objects,carbon-monoxide,contractor
768,201407053,Struck By Moving Objects,carbon-monoxide,no_occupation
769,200611424,Struck By Moving Objects,carbon-monoxide,no_occupation
770,201496650,Struck By Moving Objects,truck,supervisor
771,202488706,Struck By Moving Objects,carburator,no_occupation
772,201161031,Caught in/between Objects,carburetor,no_occupation
773,200536100,Falls,cardiac-arrest,no_occupation
774,202556338,Other,exhaust-fan,contractor
775,202637278,Falls,attack,driver
776,202545471,Struck By Moving Objects,attack,coworker
777,200923076,Other,illness,no_occupation
778,200923068,Falls,disease,carpenter
779,202588935,Falls,no_object,carpenter
780,200075596,Struck By Moving Objects,forklift,owner
781,317144186,Falls,scaffold,laborer
782,201498540,Falls,no_object,framer
783,202556908,Falls,no_object,carpenter
784,202545950,Caught in/between Objects,skilsaw,carpenter
785,201186954,Struck By Moving Objects,no_object,carpenter
786,201079456,Caught in/between Objects,eye,carpenter
787,202715843,Electrocution,skilsaw,contractor
788,202552659,Falls,no_object,coworker
789,202368080,Struck By Moving Objects,rug,contractor
790,201169026,Electrocution,control,carpenter
791,202588265,Electrocution,glass,contractor
792,201041621,Falls,no_object,no_occupation
793,300859675,Falls,scaffold,carpenter
794,201162021,Falls,platform,coworkerbrother
795,202464145,Caught in/between Objects,no_object,helper
796,200602076,Falls,no_object,no_occupation
797,201482262,Struck By Moving Objects,loader-bucket,foreman
798,202588760,Falls,falling-metal,packer
799,202458063,Falls,truck,driver
800,202655213,Collapse of object,no_object,no_occupation
801,200604973,Falls,no_object,no_occupation
802,201773702,Falls,no_object,electrician
803,202530978,Falls,area,journeyman
804,202494324,Falls,no_object,no_occupation
805,202543070,Struck By Moving Objects,no_object,supervisor
806,202510236,Struck By Moving Objects,truck,worker
807,202658555,Caught in/between Objects,pipe-wrench,driller
808,200535938,Struck By Moving Objects,trench,sewer
809,202657250,Collapse of object,no_object,laborer
810,200075158,Caught in/between Objects,trench-cave,no_occupation
811,202543989,Collapse of object,laborer,no_occupation
812,202568564,Collapse of object,trench,manchester
813,202614178,Caught in/between Objects,trench,no_occupation
814,202634788,Collapse of object,trench,no_occupation
815,200571586,Caught in/between Objects,trench,foreman
816,202470290,Collapse of object,trench,no_occupation
817,200375392,Caught in/between Objects,trench-cave,no_occupation
818,200571487,Other,trench,no_occupation
819,201187051,Falls,painter,painter
820,170784425,Falls,no_object,contractor
821,202719266,Falls,ceiling,no_occupation
822,201079050,Falls,no_object,painter
823,202545000,Falls,no_object,journeyman
824,202657045,Falls,scaffold,coworker
825,170627269,Falls,no_object,no_occupation
826,202509402,Falls,no_object,laborer
827,201075652,Falls,drop-ceiling,painter
828,202474490,Falls,ceiling,coworker
829,202466330,Falls,panel,supervisor
830,200624369,Falls,drop-ceiling,contractor
831,202452967,Falls,no_object,laborer
832,201798642,Falls,ceiling-drywall,contractor
833,201182367,Falls,stepladder,laborer
834,201116290,Falls,ceiling,coworker
835,779306,Struck By Moving Objects,coal-tar,no_occupation
836,14469373,Falls,skylight,ventilator
837,201942778,Struck By Moving Objects,tower,contractor
838,202560538,Caught in/between Objects,pipe,no_occupation
839,201042082,Struck By Moving Objects,truck-mixer,driver
840,201145802,Caught in/between Objects,mixer-blade,no_occupation
841,170856009,Struck By Moving Objects,eye,no_occupation
842,201406113,Caught in/between Objects,no_object,no_occupation
843,201408580,Caught in/between Objects,automobile,driver
844,201073418,Caught in/between Objects,cement,no_occupation
845,200212165,Other,platotform,no_occupation
846,201059441,Falls,no_object,laborer
847,200623221,Caught in/between Objects,manhole,sewer
848,200801165,Struck By Moving Objects,foundation,contractor
849,170885420,Falls,no_object,worker
850,200525061,Struck By Moving Objects,cement,no_occupation
851,201061272,Caught in/between Objects,cement-mixer,no_occupation
852,170154751,Caught in/between Objects,bit,no_occupation
853,201045093,Caught in/between Objects,chain,no_occupation
854,202637807,Struck By Moving Objects,steel-plate,no_occupation
855,202691721,Other,no_object,washer
856,200075364,Caught in/between Objects,steel-chain,no_occupation
857,202614921,Struck By Moving Objects,strip,no_occupation
858,200923506,Caught in/between Objects,root-ball,contractor
859,202676128,Struck By Moving Objects,truck,attenuator
860,201183928,Exposure to extreme temperatures,water-release,foreman
861,171058167,Caught in/between Objects,sprinkler-valve,no_occupation
862,202692547,Caught in/between Objects,pipe-welder,coworker
863,202530614,Struck By Moving Objects,tool,no_occupation
864,200981249,Electrocution,no_object,no_occupation
